,d1,d1s,d2,d2s,f1,f1s,f2,f2s,f3,f3s,t1,t1s,r1,r1s,cd1,cd1s,cd2,cd2s,cf1,cf1s,cf2,cf2s,cf3,cf3s,ct1,ct1s,cr1,cr1s
1471,12,2,7,4,6,1,3,1,7,3,8,4,6,4,12,2,7,4,6,1,3,1,7,3,8,4,6,4
1472,11,2,13,1,12,2,12,3,11,1,5,1,13,3,11,2,13,1,12,2,12,3,11,1,5,1,13,3
1473,11,4,10,4,12,1,4,3,9,3,10,3,9,2,11,4,10,4,12,1,4,3,9,3,10,3,9,2
1474,1,4,12,1,4,4,13,2,4,4,13,1,6,4,1,4,12,1,4,4,13,2,4,4,13,1,6,4
1475,10,2,8,4,10,1,10,1,6,1,10,2,11,4,10,2,8,4,10,1,10,1,6,1,10,2,11,4
1476,12,2,12,4,8,1,4,2,9,1,7,2,12,3,12,2,12,4,8,1,4,2,9,1,7,2,12,3
1477,2,4,10,4,5,1,12,1,8,2,13,3,7,2,2,4,10,4,5,1,12,1,8,2,13,3,7,2
1478,12,3,5,4,1,1,11,3,4,1,3,3,6,4,12,3,5,4,1,1,11,3,4,1,3,3,6,4
1479,3,1,12,1,7,1,4,2,2,1,4,2,13,3,3,1,12,1,7,1,4,2,2,1,4,2,13,3
1480,5,4,10,1,9,3,2,4,1,2,10,1,7,1,5,4,10,1,9,3,2,4,1,2,10,1,7,1
1481,10,2,7,3,11,1,10,4,9,1,10,4,8,3,10,2,7,3,11,1,10,4,9,1,10,4,8,3
1482,9,1,9,2,4,1,4,3,1,3,5,2,9,4,9,1,9,2,4,1,4,3,1,3,5,2,9,4
1483,2,2,2,3,5,2,5,3,12,2,4,2,2,2,2,2,2,3,5,2,5,3,12,2,4,2,2,2
1484,8,1,12,2,6,2,7,4,5,4,7,3,3,1,8,1,12,2,6,2,7,4,5,4,7,3,3,1
1485,1,2,9,1,10,2,3,1,13,2,4,2,11,2,1,2,9,1,10,2,3,1,13,2,4,2,11,2
1486,2,2,3,1,12,4,5,3,1,4,2,1,6,4,2,2,3,1,12,4,5,3,1,4,2,1,6,4
1487,6,3,11,1,6,2,3,2,7,4,8,1,9,3,6,3,11,1,6,2,3,2,7,4,8,1,9,3
1488,6,1,12,3,6,2,8,4,11,4,3,1,2,2,6,1,12,3,6,2,8,4,11,4,3,1,2,2
1489,9,3,3,3,1,2,7,3,9,3,11,1,2,4,9,3,3,3,1,2,7,3,9,3,11,1,2,4
1490,9,2,5,2,7,4,13,2,13,2,7,4,1,1,9,2,5,2,7,4,13,2,13,2,7,4,1,1
1491,1,4,11,1,5,3,2,1,11,3,3,1,11,2,1,4,11,1,5,3,2,1,11,3,3,1,11,2
1492,8,2,8,1,9,1,7,2,6,4,9,4,8,3,8,2,8,1,9,1,7,2,6,4,9,4,8,3
1493,9,4,11,4,2,2,2,3,1,4,2,1,8,4,9,4,11,4,2,2,2,3,1,4,2,1,8,4
1494,1,1,9,3,7,3,5,3,10,4,12,4,13,2,1,1,9,3,7,3,5,3,10,4,12,4,13,2
1495,5,1,13,1,7,1,9,4,4,1,10,4,2,3,5,1,13,1,7,1,9,4,4,1,10,4,2,3
1496,12,4,8,4,5,4,6,2,9,3,6,1,7,2,12,4,8,4,5,4,6,2,9,3,6,1,7,2
1497,13,4,11,4,2,2,2,2,9,1,8,1,13,1,13,4,11,4,2,2,2,2,9,1,8,1,13,1
1498,2,1,13,2,5,4,13,1,5,1,10,4,1,2,2,1,13,2,5,4,13,1,5,1,10,4,1,2
1499,9,2,7,2,4,3,1,1,11,3,4,3,2,1,9,2,7,2,4,3,1,1,11,3,4,3,2,1
1500,3,1,8,4,9,3,6,1,6,4,2,4,6,4,3,1,8,4,9,3,6,1,6,4,2,4,6,4
1501,3,1,11,4,3,4,7,4,2,1,12,1,3,3,3,1,11,4,3,4,7,4,2,1,12,1,3,3
1502,9,1,12,2,6,1,2,2,3,2,3,4,7,1,9,1,12,2,6,1,2,2,3,2,3,4,7,1
1503,2,1,7,1,12,1,8,4,4,2,3,4,1,2,2,1,7,1,12,1,8,4,4,2,3,4,1,2
1504,12,2,2,1,4,4,2,2,4,2,4,3,3,1,12,2,2,1,4,4,2,2,4,2,4,3,3,1
1505,7,2,9,4,6,4,4,2,4,1,9,2,10,2,7,2,9,4,6,4,4,2,4,1,9,2,10,2
1506,4,2,8,1,1,2,9,2,10,1,4,2,10,4,4,2,8,1,1,2,9,2,10,1,4,2,10,4
1507,2,4,1,3,6,2,4,3,12,2,3,4,3,3,2,4,1,3,6,2,4,3,12,2,3,4,3,3
1508,12,2,8,4,5,4,10,2,2,2,2,2,6,4,12,2,8,4,5,4,10,2,2,2,2,2,6,4
1509,3,2,4,2,9,2,10,2,2,1,6,3,5,4,3,2,4,2,9,2,10,2,2,1,6,3,5,4
1510,6,2,1,4,9,1,13,1,4,1,7,1,9,1,6,2,1,4,9,1,13,1,4,1,7,1,9,1
1511,4,3,6,1,2,3,13,3,11,1,2,2,11,3,4,3,6,1,2,3,13,3,11,1,2,2,11,3
1512,5,1,3,1,8,3,4,1,5,4,5,4,9,1,5,1,3,1,8,3,4,1,5,4,5,4,9,1
1513,1,3,6,1,4,2,12,1,2,3,4,1,5,4,1,3,6,1,4,2,12,1,2,3,4,1,5,4
1514,3,3,5,1,13,1,1,3,11,4,1,2,5,1,3,3,5,1,13,1,1,3,11,4,1,2,5,1
1515,11,4,4,3,5,3,8,3,13,1,6,2,1,3,11,4,4,3,5,3,8,3,13,1,6,2,1,3
1516,1,1,2,4,8,1,7,4,13,3,1,3,3,1,1,1,2,4,8,1,7,4,13,3,1,3,3,1
1517,10,1,7,3,12,4,11,3,1,1,12,3,9,4,10,1,7,3,12,4,11,3,1,1,12,3,9,4
1518,9,4,1,3,11,1,12,1,8,4,7,1,4,4,9,4,1,3,11,1,12,1,8,4,7,1,4,4
1519,12,4,6,4,8,1,7,2,1,4,3,4,10,2,12,4,6,4,8,1,7,2,1,4,3,4,10,2
1520,1,2,1,1,8,4,10,4,1,1,1,3,3,2,1,2,1,1,8,4,10,4,1,1,1,3,3,2
1521,2,1,1,4,11,3,4,3,8,3,7,2,12,3,2,1,1,4,11,3,4,3,8,3,7,2,12,3
1522,13,1,13,4,4,2,12,2,4,2,12,1,8,4,13,1,13,4,4,2,12,2,4,2,12,1,8,4
1523,11,2,2,4,5,3,8,4,9,4,13,1,3,1,11,2,2,4,5,3,8,4,9,4,13,1,3,1
1524,6,1,13,4,11,1,6,3,13,4,9,2,11,4,6,1,13,4,11,1,6,3,13,4,9,2,11,4
1525,5,2,9,1,3,1,2,4,12,2,9,2,4,1,5,2,9,1,3,1,2,4,12,2,9,2,4,1
1526,7,2,6,4,5,3,8,3,9,2,10,4,1,1,7,2,6,4,5,3,8,3,9,2,10,4,1,1
1527,7,2,9,4,5,4,12,2,10,1,7,4,7,3,7,2,9,4,5,4,12,2,10,1,7,4,7,3
1528,7,3,2,2,10,1,7,1,3,4,2,3,11,3,7,3,2,2,10,1,7,1,3,4,2,3,11,3
1529,7,2,4,4,8,3,13,3,7,2,5,4,4,3,7,2,4,4,8,3,13,3,7,2,5,4,4,3
1530,2,2,2,1,8,3,8,1,12,4,4,3,3,1,2,2,2,1,8,3,8,1,12,4,4,3,3,1
1531,11,4,1,2,12,1,8,1,5,2,4,1,6,4,11,4,1,2,12,1,8,1,5,2,4,1,6,4
1532,5,1,12,4,1,1,4,1,9,1,9,2,9,2,5,1,12,4,1,1,4,1,9,1,9,2,9,2
1533,9,4,9,2,10,2,1,3,10,2,6,4,2,1,9,4,9,2,10,2,1,3,10,2,6,4,2,1
1534,12,1,13,1,11,2,4,4,10,1,9,2,7,2,12,1,13,1,11,2,4,4,10,1,9,2,7,2
1535,8,1,10,3,8,1,3,2,6,4,9,4,9,2,8,1,10,3,8,1,3,2,6,4,9,4,9,2
1536,9,1,5,4,3,3,4,2,9,1,4,1,7,2,9,1,5,4,3,3,4,2,9,1,4,1,7,2
1537,13,4,9,1,9,2,5,4,5,3,11,3,11,4,13,4,9,1,9,2,5,4,5,3,11,3,11,4
1538,6,3,7,1,3,4,8,1,7,4,5,4,8,4,6,3,7,1,3,4,8,1,7,4,5,4,8,4
1539,9,3,4,1,10,4,12,1,6,1,8,2,4,4,9,3,4,1,10,4,12,1,6,1,8,2,4,4
1540,8,4,1,3,4,1,12,1,3,1,1,3,6,4,8,4,1,3,4,1,12,1,3,1,1,3,6,4
1541,6,2,5,4,6,4,5,2,10,2,6,3,8,3,6,2,5,4,6,4,5,2,10,2,6,3,8,3
1542,10,1,4,2,5,4,5,1,2,3,3,4,6,3,10,1,4,2,5,4,5,1,2,3,3,4,6,3
1543,2,3,8,2,12,3,7,1,7,4,8,3,13,1,2,3,8,2,12,3,7,1,7,4,8,3,13,1
1544,12,4,3,1,2,2,4,1,2,4,10,1,8,3,12,4,3,1,2,2,4,1,2,4,10,1,8,3
1545,2,4,5,3,3,3,6,4,10,4,7,4,6,3,2,4,5,3,3,3,6,4,10,4,7,4,6,3
1546,4,1,6,4,13,3,5,2,9,4,12,2,8,4,4,1,6,4,13,3,5,2,9,4,12,2,8,4
1547,2,1,8,2,4,3,4,2,5,1,13,4,3,1,2,1,8,2,4,3,4,2,5,1,13,4,3,1
1548,8,3,12,3,10,4,13,1,4,1,4,3,12,4,8,3,12,3,10,4,13,1,4,1,4,3,12,4
1549,11,3,5,3,11,2,3,2,4,1,9,3,2,2,11,3,5,3,11,2,3,2,4,1,9,3,2,2
1550,2,2,9,2,5,4,3,4,10,4,3,3,13,3,2,2,9,2,5,4,3,4,10,4,3,3,13,3
1551,12,2,6,4,9,2,5,3,2,4,6,2,10,1,12,2,6,4,9,2,5,3,2,4,6,2,10,1
1552,10,2,10,3,8,3,9,4,12,1,1,4,4,3,10,2,10,3,8,3,9,4,12,1,1,4,4,3
1553,7,2,9,3,5,4,12,1,8,2,8,2,5,1,7,2,9,3,5,4,12,1,8,2,8,2,5,1
1554,11,2,9,4,3,2,10,2,2,4,7,2,2,2,11,2,9,4,3,2,10,2,2,4,7,2,2,2
1555,11,4,5,2,10,3,13,1,13,4,6,4,4,3,11,4,5,2,10,3,13,1,13,4,6,4,4,3
1556,8,4,13,2,4,2,7,2,10,1,4,3,1,2,8,4,13,2,4,2,7,2,10,1,4,3,1,2
1557,4,4,9,2,11,2,6,2,13,3,8,4,6,3,4,4,9,2,11,2,6,2,13,3,8,4,6,3
1558,1,4,8,4,4,3,11,4,10,4,7,3,3,4,1,4,8,4,4,3,11,4,10,4,7,3,3,4
1559,6,2,8,4,5,4,7,2,8,4,7,2,7,2,6,2,8,4,5,4,7,2,8,4,7,2,7,2
1560,5,3,3,4,3,3,3,1,7,1,1,4,12,1,5,3,3,4,3,3,3,1,7,1,1,4,12,1
1561,4,3,9,4,5,3,10,1,6,1,6,3,10,3,4,3,9,4,5,3,10,1,6,1,6,3,10,3
1562,10,3,11,3,10,2,8,4,9,3,12,4,7,4,10,3,11,3,10,2,8,4,9,3,12,4,7,4
1563,10,2,12,1,13,3,9,1,12,2,11,2,1,2,10,2,12,1,13,3,9,1,12,2,11,2,1,2
1564,9,3,7,1,5,2,11,4,9,1,11,4,7,4,9,3,7,1,5,2,11,4,9,1,11,4,7,4
1565,11,4,1,3,5,2,11,1,6,2,7,2,1,4,11,4,1,3,5,2,11,1,6,2,7,2,1,4
1566,8,3,6,4,7,1,11,2,6,4,13,4,13,2,8,3,6,4,7,1,11,2,6,4,13,4,13,2
1567,12,1,9,3,9,3,12,4,6,4,7,1,11,4,12,1,9,3,9,3,12,4,6,4,7,1,11,4
1568,2,2,7,2,13,2,11,4,4,2,9,3,8,4,2,2,7,2,13,2,11,4,4,2,9,3,8,4
1569,10,2,13,3,1,2,9,4,6,2,3,3,6,4,10,2,13,3,1,2,9,4,6,2,3,3,6,4
1570,4,3,12,4,7,3,2,3,1,2,10,3,4,1,4,3,12,4,7,3,2,3,1,2,10,3,4,1
1571,9,1,5,4,6,3,11,2,10,2,13,3,11,1,9,1,5,4,6,3,11,2,10,2,13,3,11,1
1572,8,4,8,2,13,1,3,1,12,3,9,1,10,2,8,4,8,2,13,1,3,1,12,3,9,1,10,2
1573,8,4,7,1,2,4,7,4,4,3,9,4,12,1,8,4,7,1,2,4,7,4,4,3,9,4,12,1
1574,7,4,5,2,8,2,6,1,8,3,9,2,7,2,7,4,5,2,8,2,6,1,8,3,9,2,7,2
1575,1,3,11,2,6,2,12,2,8,4,3,2,8,4,1,3,11,2,6,2,12,2,8,4,3,2,8,4
1576,1,3,12,1,7,1,3,3,2,1,2,3,3,4,1,3,12,1,7,1,3,3,2,1,2,3,3,4
1577,2,1,3,3,9,3,2,4,3,4,1,3,3,3,2,1,3,3,9,3,2,4,3,4,1,3,3,3
1578,1,3,6,1,13,3,11,2,1,3,5,4,10,4,1,3,6,1,13,3,11,2,1,3,5,4,10,4
1579,8,2,10,1,9,4,10,3,4,3,9,3,3,2,8,2,10,1,9,4,10,3,4,3,9,3,3,2
1580,6,4,8,4,11,2,7,4,12,4,13,2,10,3,6,4,8,4,11,2,7,4,12,4,13,2,10,3
1581,4,4,4,1,2,4,4,2,11,3,5,1,11,2,4,4,4,1,2,4,4,2,11,3,5,1,11,2
1582,3,2,7,2,4,4,7,3,10,1,7,2,7,3,3,2,7,2,4,4,7,3,10,1,7,2,7,3
1583,6,2,5,2,10,1,2,3,8,3,6,4,5,4,6,2,5,2,10,1,2,3,8,3,6,4,5,4
1584,8,1,1,3,7,4,10,2,13,3,2,2,10,1,8,1,1,3,7,4,10,2,13,3,2,2,10,1
1585,4,3,11,2,10,4,1,1,4,1,11,1,4,2,4,3,11,2,10,4,1,1,4,1,11,1,4,2
1586,13,4,11,3,4,1,2,4,8,4,5,1,2,4,13,4,11,3,4,1,2,4,8,4,5,1,2,4
1587,7,4,8,1,3,3,4,2,10,1,7,3,3,4,7,4,8,1,3,3,4,2,10,1,7,3,3,4
1588,8,2,5,3,4,1,10,2,1,3,8,2,8,2,8,2,5,3,4,1,10,2,1,3,8,2,8,2
1589,2,1,3,2,12,1,4,1,1,3,3,3,6,2,2,1,3,2,12,1,4,1,1,3,3,3,6,2
1590,13,4,11,1,10,4,1,3,12,1,6,1,6,4,13,4,11,1,10,4,1,3,12,1,6,1,6,4
1591,11,1,9,2,13,3,5,3,2,4,9,1,11,2,11,1,9,2,13,3,5,3,2,4,9,1,11,2
1592,1,1,8,1,3,3,12,2,6,2,1,3,6,3,1,1,8,1,3,3,12,2,6,2,1,3,6,3
1593,11,2,3,4,9,2,4,2,13,4,2,1,11,1,11,2,3,4,9,2,4,2,13,4,2,1,11,1
1594,6,4,8,2,1,3,5,2,7,2,10,1,7,4,6,4,8,2,1,3,5,2,7,2,10,1,7,4
1595,6,1,11,1,1,2,1,1,13,4,11,4,1,2,6,1,11,1,1,2,1,1,13,4,11,4,1,2
1596,3,2,5,4,13,3,4,1,4,4,6,2,8,4,3,2,5,4,13,3,4,1,4,4,6,2,8,4
1597,11,4,3,1,3,3,1,4,9,1,10,2,1,3,11,4,3,1,3,3,1,4,9,1,10,2,1,3
1598,4,2,2,3,13,3,8,1,1,4,3,4,11,2,4,2,2,3,13,3,8,1,1,4,3,4,11,2
1599,12,2,10,1,3,2,10,4,8,1,2,3,10,4,12,2,10,1,3,2,10,4,8,1,2,3,10,4
1600,1,1,12,1,6,2,6,4,3,3,4,4,12,4,1,1,12,1,6,2,6,4,3,3,4,4,12,4
1601,9,3,6,1,4,1,2,4,9,2,8,1,13,1,9,3,6,1,4,1,2,4,9,2,8,1,13,1
1602,5,4,6,4,1,3,13,4,5,1,13,2,4,2,5,4,6,4,1,3,13,4,5,1,13,2,4,2
1603,8,1,6,4,2,4,1,1,13,4,3,1,12,1,8,1,6,4,2,4,1,1,13,4,3,1,12,1
1604,4,3,12,3,4,1,8,1,7,3,6,3,10,1,4,3,12,3,4,1,8,1,7,3,6,3,10,1
1605,8,1,5,1,12,3,4,4,1,3,12,2,9,2,8,1,5,1,12,3,4,4,1,3,12,2,9,2
1606,9,3,6,1,1,4,10,4,12,1,8,2,7,4,9,3,6,1,1,4,10,4,12,1,8,2,7,4
1607,9,4,8,1,4,2,3,3,6,4,9,1,10,2,9,4,8,1,4,2,3,3,6,4,9,1,10,2
1608,9,2,11,3,13,1,7,1,1,3,1,4,10,2,9,2,11,3,13,1,7,1,1,3,1,4,10,2
1609,10,2,4,4,8,3,6,4,2,2,10,4,7,4,10,2,4,4,8,3,6,4,2,2,10,4,7,4
1610,13,3,1,1,3,4,5,3,5,4,6,3,5,3,13,3,1,1,3,4,5,3,5,4,6,3,5,3
1611,10,3,10,2,12,4,6,4,9,4,7,4,1,2,10,3,10,2,12,4,6,4,9,4,7,4,1,2
1612,13,2,4,3,2,4,1,3,6,1,3,2,1,3,13,2,4,3,2,4,1,3,6,1,3,2,1,3
1613,2,2,9,3,10,2,12,2,1,4,6,3,8,3,2,2,9,3,10,2,12,2,1,4,6,3,8,3
1614,11,1,10,4,4,4,1,1,13,2,3,3,6,3,11,1,10,4,4,4,1,1,13,2,3,3,6,3
1615,11,4,9,2,13,3,8,4,1,4,1,2,4,2,11,4,9,2,13,3,8,4,1,4,1,2,4,2
1616,8,3,13,1,2,3,6,1,8,2,11,2,6,1,8,3,13,1,2,3,6,1,8,2,11,2,6,1
1617,11,3,9,3,1,1,6,2,11,3,6,4,8,4,11,3,9,3,1,1,6,2,11,3,6,4,8,4
1618,1,2,2,3,13,3,13,4,7,4,7,2,9,3,1,2,2,3,13,3,13,4,7,4,7,2,9,3
1619,3,2,5,1,4,3,8,3,11,4,1,4,11,1,3,2,5,1,4,3,8,3,11,4,1,4,11,1
1620,13,1,4,1,4,4,1,2,8,3,4,3,8,1,13,1,4,1,4,4,1,2,8,3,4,3,8,1
1621,7,3,2,2,12,3,9,1,3,3,4,3,1,2,7,3,2,2,12,3,9,1,3,3,4,3,1,2
1622,8,1,7,4,6,1,6,2,10,3,6,3,2,2,8,1,7,4,6,1,6,2,10,3,6,3,2,2
1623,6,3,10,4,3,1,11,4,1,2,2,2,10,2,6,3,10,4,3,1,11,4,1,2,2,2,10,2
1624,7,4,5,4,4,3,13,4,13,4,11,1,11,3,7,4,5,4,4,3,13,4,13,4,11,1,11,3
1625,6,2,6,2,3,1,2,2,8,1,12,4,8,3,6,2,6,2,3,1,2,2,8,1,12,4,8,3
1626,6,3,3,4,3,2,7,4,1,3,6,1,9,3,6,3,3,4,3,2,7,4,1,3,6,1,9,3
1627,5,1,10,2,8,2,7,4,3,3,2,4,5,4,5,1,10,2,8,2,7,4,3,3,2,4,5,4
1628,12,4,7,2,5,3,11,4,4,1,12,3,13,3,12,4,7,2,5,3,11,4,4,1,12,3,13,3
1629,7,3,2,2,8,3,12,3,4,1,8,1,3,1,7,3,2,2,8,3,12,3,4,1,8,1,3,1
1630,1,4,5,4,7,3,4,3,12,1,5,1,5,1,1,4,5,4,7,3,4,3,12,1,5,1,5,1
1631,4,2,13,3,10,1,7,1,13,4,5,1,10,3,4,2,13,3,10,1,7,1,13,4,5,1,10,3
1632,6,3,5,3,1,2,10,4,13,4,1,1,7,3,6,3,5,3,1,2,10,4,13,4,1,1,7,3
1633,9,3,13,1,4,4,11,2,6,3,2,2,5,1,9,3,13,1,4,4,11,2,6,3,2,2,5,1
1634,8,4,1,3,11,2,4,1,13,4,10,4,10,2,8,4,1,3,11,2,4,1,13,4,10,4,10,2
1635,3,2,13,2,12,4,12,1,9,4,4,1,7,3,3,2,13,2,12,4,12,1,9,4,4,1,7,3
1636,9,3,4,1,9,3,10,1,5,1,11,4,9,1,9,3,4,1,9,3,10,1,5,1,11,4,9,1
1637,4,2,5,2,9,2,2,1,1,2,12,1,6,3,4,2,5,2,9,2,2,1,1,2,12,1,6,3
1638,11,2,4,1,12,4,10,2,13,3,11,3,13,2,11,2,4,1,12,4,10,2,13,3,11,3,13,2
1639,1,1,8,4,2,1,2,4,7,4,13,3,12,1,1,1,8,4,2,1,2,4,7,4,13,3,12,1
1640,12,1,11,1,10,4,1,3,9,2,1,3,7,4,12,1,11,1,10,4,1,3,9,2,1,3,7,4
1641,7,2,5,1,13,2,5,3,11,1,5,1,6,2,7,2,5,1,13,2,5,3,11,1,5,1,6,2
1642,3,1,7,1,10,4,10,4,12,4,2,3,7,4,3,1,7,1,10,4,10,4,12,4,2,3,7,4
1643,1,3,4,2,13,4,12,4,2,2,10,2,4,4,1,3,4,2,13,4,12,4,2,2,10,2,4,4
1644,4,1,13,1,13,2,5,4,5,2,13,1,10,3,4,1,13,1,13,2,5,4,5,2,13,1,10,3
1645,9,4,10,1,10,2,5,2,4,2,2,4,13,3,9,4,10,1,10,2,5,2,4,2,2,4,13,3
1646,7,4,2,3,9,2,5,3,7,1,2,1,9,2,7,4,2,3,9,2,5,3,7,1,2,1,9,2
1647,8,3,8,4,4,3,9,3,7,1,4,2,12,3,8,3,8,4,4,3,9,3,7,1,4,2,12,3
1648,3,3,13,1,6,4,7,2,8,2,1,4,7,4,3,3,13,1,6,4,7,2,8,2,1,4,7,4
1649,1,3,12,3,11,3,2,3,2,1,5,3,9,1,1,3,12,3,11,3,2,3,2,1,5,3,9,1
1650,2,2,11,1,8,4,12,3,11,1,7,3,6,4,2,2,11,1,8,4,12,3,11,1,7,3,6,4
1651,2,4,3,3,2,3,4,1,7,3,2,4,11,2,2,4,3,3,2,3,4,1,7,3,2,4,11,2
1652,5,4,6,4,1,2,4,3,11,4,3,2,1,4,5,4,6,4,1,2,4,3,11,4,3,2,1,4
1653,12,3,6,3,4,1,3,1,11,4,5,2,10,3,12,3,6,3,4,1,3,1,11,4,5,2,10,3
1654,3,1,2,4,8,3,1,1,1,3,10,1,1,4,3,1,2,4,8,3,1,1,1,3,10,1,1,4
1655,3,2,12,3,6,4,3,1,6,3,7,3,5,3,3,2,12,3,6,4,3,1,6,3,7,3,5,3
1656,7,1,9,4,10,1,10,2,12,2,1,1,8,3,7,1,9,4,10,1,10,2,12,2,1,1,8,3
1657,3,4,11,1,11,2,10,4,4,1,6,1,4,4,3,4,11,1,11,2,10,4,4,1,6,1,4,4
1658,9,2,10,3,1,3,3,3,13,2,7,3,9,3,9,2,10,3,1,3,3,3,13,2,7,3,9,3
1659,1,4,8,1,7,3,9,4,13,3,8,2,10,3,1,4,8,1,7,3,9,4,13,3,8,2,10,3
1660,2,2,1,1,13,3,8,4,6,1,1,1,6,3,2,2,1,1,13,3,8,4,6,1,1,1,6,3
1661,2,3,7,4,2,2,8,4,7,2,8,3,3,2,2,3,7,4,2,2,8,4,7,2,8,3,3,2
1662,12,3,11,4,6,3,13,2,1,2,13,4,7,2,12,3,11,4,6,3,13,2,1,2,13,4,7,2
1663,11,1,7,4,5,2,9,2,3,4,6,4,7,1,11,1,7,4,5,2,9,2,3,4,6,4,7,1
1664,3,3,1,3,5,2,12,3,11,1,1,2,3,3,3,3,1,3,5,2,12,3,11,1,1,2,3,3
1665,7,1,13,3,8,1,13,4,11,4,4,1,3,1,7,1,13,3,8,1,13,4,11,4,4,1,3,1
1666,12,2,10,3,5,3,11,1,11,1,2,1,5,4,12,2,10,3,5,3,11,1,11,1,2,1,5,4
1667,13,1,12,4,6,4,11,2,2,4,11,1,6,4,13,1,12,4,6,4,11,2,2,4,11,1,6,4
1668,1,2,5,3,5,2,3,2,3,1,12,4,6,4,1,2,5,3,5,2,3,2,3,1,12,4,6,4
1669,9,2,8,3,3,3,7,3,11,3,9,2,8,3,9,2,8,3,3,3,7,3,11,3,9,2,8,3
1670,13,2,2,1,5,2,10,4,9,3,2,1,8,4,13,2,2,1,5,2,10,4,9,3,2,1,8,4
1671,8,4,2,1,2,4,7,4,5,4,2,1,10,4,8,4,2,1,2,4,7,4,5,4,2,1,10,4
1672,5,2,5,3,10,2,2,4,5,1,11,1,13,4,5,2,5,3,10,2,2,4,5,1,11,1,13,4
1673,3,3,13,2,8,4,9,1,12,3,3,3,13,1,3,3,13,2,8,4,9,1,12,3,3,3,13,1
1674,4,1,4,4,4,2,5,3,13,2,9,3,1,4,4,1,4,4,4,2,5,3,13,2,9,3,1,4
1675,13,1,1,1,9,3,5,2,8,1,2,2,7,3,13,1,1,1,9,3,5,2,8,1,2,2,7,3
1676,12,2,7,3,1,1,5,4,5,3,11,3,1,3,12,2,7,3,1,1,5,4,5,3,11,3,1,3
1677,7,2,9,4,6,4,13,1,4,3,13,3,8,4,7,2,9,4,6,4,13,1,4,3,13,3,8,4
1678,1,1,9,2,11,4,12,2,4,2,9,1,5,2,1,1,9,2,11,4,12,2,4,2,9,1,5,2
1679,12,1,9,2,7,4,13,3,1,4,7,1,6,1,12,1,9,2,7,4,13,3,1,4,7,1,6,1
1680,10,2,4,1,7,3,12,2,7,2,12,4,8,3,10,2,4,1,7,3,12,2,7,2,12,4,8,3
1681,11,4,10,4,13,1,10,2,5,2,1,3,12,3,11,4,10,4,13,1,10,2,5,2,1,3,12,3
1682,5,4,9,4,12,2,8,4,4,2,2,2,7,2,5,4,9,4,12,2,8,4,4,2,2,2,7,2
1683,9,2,8,1,12,2,6,2,10,4,13,1,5,1,9,2,8,1,12,2,6,2,10,4,13,1,5,1
1684,8,4,4,3,13,3,11,2,5,2,4,3,13,4,8,4,4,3,13,3,11,2,5,2,4,3,13,4
1685,4,2,6,4,6,4,10,4,2,4,7,4,13,4,4,2,6,4,6,4,10,4,2,4,7,4,13,4
1686,8,3,8,2,3,1,3,1,7,2,2,1,12,4,8,3,8,2,3,1,3,1,7,2,2,1,12,4
1687,7,1,9,3,7,2,10,1,11,1,1,2,9,4,7,1,9,3,7,2,10,1,11,1,1,2,9,4
1688,11,4,10,4,5,3,5,2,1,2,7,1,7,1,11,4,10,4,5,3,5,2,1,2,7,1,7,1
1689,8,3,11,2,9,3,5,2,4,3,12,4,7,2,8,3,11,2,9,3,5,2,4,3,12,4,7,2
1690,13,1,4,4,8,4,4,4,1,2,7,1,4,4,13,1,4,4,8,4,4,4,1,2,7,1,4,4
1691,7,2,11,1,2,1,4,3,6,2,2,2,6,2,7,2,11,1,2,1,4,3,6,2,2,2,6,2
1692,8,2,12,1,10,2,1,3,13,3,10,2,7,2,8,2,12,1,10,2,1,3,13,3,10,2,7,2
1693,13,4,9,4,12,3,3,2,3,2,2,3,3,3,13,4,9,4,12,3,3,2,3,2,2,3,3,3
1694,12,2,1,4,7,4,6,1,12,2,3,4,9,1,12,2,1,4,7,4,6,1,12,2,3,4,9,1
1695,2,3,3,3,5,2,10,1,4,1,4,1,10,1,2,3,3,3,5,2,10,1,4,1,4,1,10,1
1696,12,1,7,1,4,1,4,3,12,1,4,3,4,4,12,1,7,1,4,1,4,3,12,1,4,3,4,4
1697,3,1,13,3,11,4,9,2,2,4,4,3,12,2,3,1,13,3,11,4,9,2,2,4,4,3,12,2
1698,11,2,5,4,3,1,1,4,7,2,8,3,6,1,11,2,5,4,3,1,1,4,7,2,8,3,6,1
1699,7,3,7,4,7,3,9,4,2,2,2,4,12,4,7,3,7,4,7,3,9,4,2,2,2,4,12,4
1700,1,4,5,1,4,4,1,1,1,3,4,3,1,2,1,4,5,1,4,4,1,1,1,3,4,3,1,2
1701,8,2,3,2,13,3,10,4,2,4,11,1,11,4,8,2,3,2,13,3,10,4,2,4,11,1,11,4
1702,9,3,9,2,13,3,3,1,9,2,2,3,3,3,9,3,9,2,13,3,3,1,9,2,2,3,3,3
1703,5,4,7,2,9,1,9,4,8,3,11,4,7,2,5,4,7,2,9,1,9,4,8,3,11,4,7,2
1704,1,1,8,1,5,3,7,4,2,3,6,2,13,1,1,1,8,1,5,3,7,4,2,3,6,2,13,1
1705,8,2,2,4,6,4,5,1,2,4,4,1,6,3,8,2,2,4,6,4,5,1,2,4,4,1,6,3
