,rank1,suit1,rank2,suit2,rank3,suit3,rank4,suit4,rank5,suit5,rank6,suit6,rank7,suit7,class,win
5423,13,clubs,13,spades,3,hearts,1,spades,2,diamonds,5,clubs,12,diamonds,1,-1
5424,2,spades,10,clubs,3,clubs,13,diamonds,10,spades,4,clubs,2,hearts,2,1
5425,12,hearts,12,spades,3,clubs,13,diamonds,10,spades,4,clubs,2,hearts,1,-1
5426,7,hearts,5,hearts,6,hearts,13,clubs,2,diamonds,2,hearts,7,hearts,5,1
5427,13,clubs,1,spades,6,hearts,13,clubs,2,diamonds,2,hearts,7,hearts,2,-1
5428,4,diamonds,3,spades,8,clubs,6,clubs,12,hearts,5,spades,2,spades,0,1
5429,9,diamonds,4,hearts,8,clubs,6,clubs,12,hearts,5,spades,2,spades,0,-1
5430,2,hearts,7,diamonds,11,spades,5,clubs,13,diamonds,5,clubs,3,hearts,1,-1
5431,13,hearts,4,hearts,11,spades,5,clubs,13,diamonds,5,clubs,3,hearts,2,1
5432,8,clubs,12,spades,4,spades,10,clubs,2,diamonds,12,spades,13,hearts,1,-1
5433,13,diamonds,4,spades,4,spades,10,clubs,2,diamonds,12,spades,13,hearts,2,1
5434,5,diamonds,12,diamonds,4,hearts,2,diamonds,7,diamonds,13,clubs,5,hearts,1,1
5435,6,clubs,10,clubs,4,hearts,2,diamonds,7,diamonds,13,clubs,5,hearts,0,-1
5436,4,hearts,1,spades,12,diamonds,12,spades,5,clubs,8,clubs,11,hearts,1,1
5437,13,diamonds,9,spades,12,diamonds,12,spades,5,clubs,8,clubs,11,hearts,1,-1
5438,6,hearts,4,hearts,9,hearts,9,spades,10,diamonds,2,hearts,12,hearts,5,1
5439,5,hearts,11,spades,9,hearts,9,spades,10,diamonds,2,hearts,12,hearts,1,-1
5440,8,clubs,8,diamonds,11,hearts,8,clubs,10,spades,13,clubs,6,diamonds,3,1
5441,3,hearts,1,clubs,11,hearts,8,clubs,10,spades,13,clubs,6,diamonds,0,-1
5442,3,hearts,3,diamonds,13,diamonds,7,spades,10,spades,12,spades,5,hearts,1,-1
5443,7,diamonds,12,diamonds,13,diamonds,7,spades,10,spades,12,spades,5,hearts,2,1
5444,3,spades,8,clubs,11,spades,13,clubs,4,hearts,1,hearts,13,diamonds,1,-1
5445,12,spades,12,clubs,11,spades,13,clubs,4,hearts,1,hearts,13,diamonds,2,1
5446,8,hearts,7,diamonds,2,diamonds,11,hearts,8,hearts,2,clubs,2,hearts,6,1
5447,13,hearts,7,hearts,2,diamonds,11,hearts,8,hearts,2,clubs,2,hearts,5,-1
5448,4,diamonds,5,clubs,3,clubs,1,hearts,4,hearts,5,diamonds,9,hearts,2,1
5449,7,clubs,10,hearts,3,clubs,1,hearts,4,hearts,5,diamonds,9,hearts,0,-1
5450,8,diamonds,10,spades,9,clubs,11,hearts,6,hearts,9,clubs,2,spades,1,1
5451,13,diamonds,3,hearts,9,clubs,11,hearts,6,hearts,9,clubs,2,spades,1,-1
5452,3,spades,4,clubs,10,clubs,3,hearts,8,diamonds,12,spades,9,spades,1,1
5453,1,spades,4,clubs,10,clubs,3,hearts,8,diamonds,12,spades,9,spades,0,-1
5454,13,clubs,5,clubs,8,diamonds,12,clubs,5,hearts,1,clubs,4,hearts,1,1
5455,1,clubs,7,hearts,8,diamonds,12,clubs,5,hearts,1,clubs,4,hearts,1,-1
5456,2,diamonds,10,clubs,13,spades,11,clubs,4,hearts,3,spades,12,spades,0,1
5457,10,clubs,2,spades,13,spades,11,clubs,4,hearts,3,spades,12,spades,0,-1
5458,11,spades,10,diamonds,5,diamonds,12,clubs,11,spades,1,diamonds,4,spades,1,1
5459,5,diamonds,9,clubs,5,diamonds,12,clubs,11,spades,1,diamonds,4,spades,1,-1
5460,9,clubs,11,spades,1,diamonds,6,hearts,12,hearts,11,clubs,3,spades,1,1
5461,8,hearts,13,clubs,1,diamonds,6,hearts,12,hearts,11,clubs,3,spades,0,-1
5462,2,clubs,1,clubs,3,spades,7,spades,5,spades,8,diamonds,13,clubs,0,1
5463,12,diamonds,1,hearts,3,spades,7,spades,5,spades,8,diamonds,13,clubs,0,-1
5464,6,clubs,9,spades,4,clubs,7,spades,12,spades,13,hearts,5,spades,0,-1
5465,12,clubs,10,diamonds,4,clubs,7,spades,12,spades,13,hearts,5,spades,1,1
5466,1,clubs,12,clubs,1,clubs,1,hearts,11,clubs,10,hearts,13,hearts,3,1
5467,11,spades,5,diamonds,1,clubs,1,hearts,11,clubs,10,hearts,13,hearts,2,-1
5468,1,diamonds,6,clubs,7,clubs,10,hearts,13,diamonds,9,spades,3,clubs,0,-1
5469,13,clubs,8,diamonds,7,clubs,10,hearts,13,diamonds,9,spades,3,clubs,1,1
5470,4,spades,8,clubs,4,spades,4,diamonds,5,diamonds,9,hearts,11,hearts,3,1
5471,12,spades,11,spades,4,spades,4,diamonds,5,diamonds,9,hearts,11,hearts,2,-1
5472,13,spades,10,hearts,13,clubs,9,spades,9,clubs,12,clubs,2,clubs,2,1
5473,1,hearts,3,hearts,13,clubs,9,spades,9,clubs,12,clubs,2,clubs,1,-1
5474,1,spades,11,spades,5,clubs,11,clubs,9,spades,7,hearts,5,diamonds,2,1
5475,6,spades,1,clubs,5,clubs,11,clubs,9,spades,7,hearts,5,diamonds,1,-1
5476,13,hearts,1,diamonds,11,clubs,4,hearts,3,hearts,2,spades,10,diamonds,0,-1
5477,7,spades,10,diamonds,11,clubs,4,hearts,3,hearts,2,spades,10,diamonds,1,1
5478,9,clubs,3,clubs,4,diamonds,13,diamonds,10,hearts,13,clubs,1,diamonds,1,-1
5479,12,clubs,13,hearts,4,diamonds,13,diamonds,10,hearts,13,clubs,1,diamonds,3,1
5480,3,hearts,1,spades,1,diamonds,8,diamonds,6,diamonds,4,hearts,1,spades,3,1
5481,10,spades,8,clubs,1,diamonds,8,diamonds,6,diamonds,4,hearts,1,spades,2,-1
5482,8,spades,8,clubs,3,spades,9,spades,13,clubs,3,diamonds,2,clubs,2,1
5483,8,clubs,5,clubs,3,spades,9,spades,13,clubs,3,diamonds,2,clubs,1,-1
5484,6,hearts,9,diamonds,4,hearts,10,diamonds,6,hearts,10,diamonds,10,clubs,6,1
5485,8,spades,3,spades,4,hearts,10,diamonds,6,hearts,10,diamonds,10,clubs,3,-1
5486,3,diamonds,13,hearts,13,diamonds,3,spades,10,diamonds,5,spades,3,hearts,6,1
5487,5,clubs,10,diamonds,13,diamonds,3,spades,10,diamonds,5,spades,3,hearts,2,-1
5488,8,clubs,11,hearts,12,spades,8,spades,10,hearts,2,diamonds,1,clubs,1,1
5489,11,clubs,8,diamonds,12,spades,8,spades,10,hearts,2,diamonds,1,clubs,1,-1
5490,12,diamonds,9,diamonds,7,spades,7,clubs,2,spades,5,spades,2,diamonds,2,1
5491,11,spades,9,clubs,7,spades,7,clubs,2,spades,5,spades,2,diamonds,2,-1
5492,13,clubs,5,clubs,9,spades,1,hearts,11,diamonds,9,clubs,11,clubs,2,-1
5493,3,spades,9,spades,9,spades,1,hearts,11,diamonds,9,clubs,11,clubs,6,1
5494,11,hearts,3,diamonds,5,hearts,13,hearts,3,clubs,9,diamonds,6,spades,1,-1
5495,3,hearts,3,spades,5,hearts,13,hearts,3,clubs,9,diamonds,6,spades,3,1
5496,1,clubs,4,clubs,1,hearts,4,hearts,3,diamonds,9,diamonds,4,hearts,6,1
5497,7,hearts,12,clubs,1,hearts,4,hearts,3,diamonds,9,diamonds,4,hearts,1,-1
5498,9,spades,4,diamonds,10,hearts,8,hearts,2,diamonds,13,diamonds,13,diamonds,1,-1
5499,12,diamonds,13,spades,10,hearts,8,hearts,2,diamonds,13,diamonds,13,diamonds,3,1
5500,7,diamonds,10,diamonds,1,clubs,11,hearts,7,clubs,4,diamonds,3,clubs,1,1
5501,8,hearts,7,clubs,1,clubs,11,hearts,7,clubs,4,diamonds,3,clubs,1,-1
5502,10,clubs,5,clubs,6,spades,13,diamonds,11,clubs,1,hearts,13,hearts,1,-1
5503,11,hearts,6,diamonds,6,spades,13,diamonds,11,clubs,1,hearts,13,hearts,2,1
5504,1,diamonds,4,clubs,4,diamonds,9,diamonds,12,spades,5,spades,13,diamonds,1,1
5505,7,diamonds,10,clubs,4,diamonds,9,diamonds,12,spades,5,spades,13,diamonds,0,-1
5506,1,spades,11,clubs,2,spades,10,hearts,5,diamonds,10,clubs,7,hearts,1,1
5507,1,spades,12,clubs,2,spades,10,hearts,5,diamonds,10,clubs,7,hearts,1,-1
5508,8,clubs,7,clubs,11,hearts,7,diamonds,5,clubs,1,spades,2,spades,1,1
5509,4,hearts,10,diamonds,11,hearts,7,diamonds,5,clubs,1,spades,2,spades,0,-1
5510,1,spades,9,spades,4,diamonds,4,clubs,8,hearts,1,hearts,11,diamonds,2,1
5511,7,spades,8,clubs,4,diamonds,4,clubs,8,hearts,1,hearts,11,diamonds,2,-1
5512,1,diamonds,4,spades,12,clubs,5,diamonds,9,hearts,10,hearts,13,hearts,0,1
5513,2,clubs,7,diamonds,12,clubs,5,diamonds,9,hearts,10,hearts,13,hearts,0,-1
5514,11,clubs,3,clubs,11,diamonds,7,clubs,6,hearts,2,hearts,4,hearts,1,-1
5515,11,diamonds,7,clubs,11,diamonds,7,clubs,6,hearts,2,hearts,4,hearts,2,1
5516,8,hearts,6,diamonds,9,spades,9,clubs,5,diamonds,10,spades,7,diamonds,1,1
5517,13,hearts,3,hearts,9,spades,9,clubs,5,diamonds,10,spades,7,diamonds,1,-1
5518,7,spades,12,spades,4,spades,12,spades,4,clubs,12,diamonds,3,spades,6,1
5519,10,diamonds,8,diamonds,4,spades,12,spades,4,clubs,12,diamonds,3,spades,2,-1
5520,7,hearts,10,clubs,6,clubs,2,clubs,2,spades,2,clubs,9,hearts,3,-1
5521,9,diamonds,4,hearts,6,clubs,2,clubs,2,spades,2,clubs,9,hearts,6,1
5522,12,clubs,7,spades,8,hearts,13,diamonds,7,diamonds,3,clubs,4,clubs,1,1
5523,11,hearts,5,clubs,8,hearts,13,diamonds,7,diamonds,3,clubs,4,clubs,0,-1
5524,8,diamonds,13,diamonds,12,spades,3,clubs,3,diamonds,4,diamonds,4,diamonds,5,1
5525,7,diamonds,5,diamonds,12,spades,3,clubs,3,diamonds,4,diamonds,4,diamonds,5,-1
5526,12,diamonds,5,spades,3,spades,6,diamonds,6,clubs,7,clubs,9,clubs,1,-1
5527,4,clubs,12,clubs,3,spades,6,diamonds,6,clubs,7,clubs,9,clubs,5,1
5528,2,hearts,10,hearts,8,clubs,12,clubs,8,hearts,4,hearts,7,spades,1,-1
5529,11,clubs,4,hearts,8,clubs,12,clubs,8,hearts,4,hearts,7,spades,2,1
5530,5,spades,8,hearts,11,clubs,2,hearts,7,hearts,5,spades,13,spades,1,1
5531,4,clubs,8,spades,11,clubs,2,hearts,7,hearts,5,spades,13,spades,0,-1
5532,13,spades,12,diamonds,7,hearts,2,clubs,7,clubs,1,diamonds,8,diamonds,1,1
5533,3,diamonds,13,diamonds,7,hearts,2,clubs,7,clubs,1,diamonds,8,diamonds,1,-1
5534,2,diamonds,2,spades,11,clubs,10,spades,7,clubs,12,hearts,13,diamonds,1,1
5535,13,diamonds,9,diamonds,11,clubs,10,spades,7,clubs,12,hearts,13,diamonds,1,-1
5536,8,clubs,9,hearts,3,hearts,3,clubs,7,spades,10,hearts,10,spades,2,1
5537,12,hearts,2,clubs,3,hearts,3,clubs,7,spades,10,hearts,10,spades,2,-1
5538,3,clubs,10,hearts,3,hearts,6,spades,2,hearts,5,hearts,8,hearts,5,1
5539,6,hearts,12,diamonds,3,hearts,6,spades,2,hearts,5,hearts,8,hearts,5,-1
5540,5,clubs,9,clubs,6,diamonds,3,hearts,12,clubs,6,diamonds,13,clubs,1,-1
5541,7,hearts,13,clubs,6,diamonds,3,hearts,12,clubs,6,diamonds,13,clubs,2,1
5542,3,spades,10,spades,8,hearts,11,hearts,5,hearts,4,hearts,7,spades,0,-1
5543,10,spades,4,hearts,8,hearts,11,hearts,5,hearts,4,hearts,7,spades,5,1
5544,12,hearts,2,hearts,7,hearts,3,hearts,5,spades,12,diamonds,3,spades,2,1
5545,9,clubs,12,diamonds,7,hearts,3,hearts,5,spades,12,diamonds,3,spades,2,-1
5546,3,spades,13,spades,10,hearts,4,hearts,13,spades,9,clubs,6,clubs,1,1
5547,10,hearts,11,diamonds,10,hearts,4,hearts,13,spades,9,clubs,6,clubs,1,-1
5548,5,diamonds,8,hearts,4,spades,6,clubs,8,diamonds,8,clubs,12,hearts,3,1
5549,4,hearts,13,diamonds,4,spades,6,clubs,8,diamonds,8,clubs,12,hearts,2,-1
5550,13,diamonds,8,hearts,8,hearts,6,hearts,8,clubs,2,diamonds,12,spades,3,1
5551,11,clubs,8,diamonds,8,hearts,6,hearts,8,clubs,2,diamonds,12,spades,3,-1
5552,8,clubs,4,hearts,6,spades,12,clubs,1,hearts,6,hearts,4,clubs,2,1
5553,9,diamonds,5,diamonds,6,spades,12,clubs,1,hearts,6,hearts,4,clubs,1,-1
5554,2,diamonds,11,hearts,8,clubs,1,spades,11,diamonds,6,hearts,13,hearts,1,1
5555,12,spades,9,diamonds,8,clubs,1,spades,11,diamonds,6,hearts,13,hearts,0,-1
5556,13,clubs,6,clubs,13,spades,8,hearts,7,clubs,3,diamonds,4,hearts,1,1
5557,7,hearts,5,diamonds,13,spades,8,hearts,7,clubs,3,diamonds,4,hearts,1,-1
5558,4,diamonds,1,spades,5,diamonds,7,spades,9,clubs,2,spades,3,clubs,0,-1
5559,9,diamonds,10,diamonds,5,diamonds,7,spades,9,clubs,2,spades,3,clubs,1,1
5560,6,diamonds,6,clubs,2,spades,3,spades,12,hearts,10,spades,12,clubs,2,1
5561,7,clubs,11,diamonds,2,spades,3,spades,12,hearts,10,spades,12,clubs,1,-1
5562,9,diamonds,9,clubs,8,spades,5,spades,10,clubs,4,hearts,8,clubs,2,1
5563,6,hearts,11,diamonds,8,spades,5,spades,10,clubs,4,hearts,8,clubs,1,-1
5564,4,diamonds,5,hearts,11,diamonds,4,hearts,1,hearts,7,spades,8,spades,1,1
5565,7,clubs,13,spades,11,diamonds,4,hearts,1,hearts,7,spades,8,spades,1,-1
5566,2,hearts,3,hearts,8,clubs,11,diamonds,5,spades,9,clubs,11,spades,1,-1
5567,2,hearts,9,clubs,8,clubs,11,diamonds,5,spades,9,clubs,11,spades,2,1
5568,12,diamonds,3,hearts,5,clubs,7,hearts,2,clubs,9,clubs,3,clubs,1,-1
5569,8,spades,5,clubs,5,clubs,7,hearts,2,clubs,9,clubs,3,clubs,5,1
5570,7,hearts,6,spades,1,clubs,7,spades,3,spades,6,diamonds,3,hearts,2,1
5571,2,spades,1,clubs,1,clubs,7,spades,3,spades,6,diamonds,3,hearts,2,-1
5572,6,clubs,13,hearts,2,diamonds,10,diamonds,5,spades,13,spades,11,diamonds,1,1
5573,2,spades,9,hearts,2,diamonds,10,diamonds,5,spades,13,spades,11,diamonds,1,-1
5574,13,diamonds,2,diamonds,1,diamonds,8,spades,8,clubs,6,diamonds,6,diamonds,5,1
5575,4,clubs,9,hearts,1,diamonds,8,spades,8,clubs,6,diamonds,6,diamonds,2,-1
5576,2,spades,7,clubs,9,spades,3,clubs,9,diamonds,7,hearts,8,spades,2,1
5577,1,diamonds,3,diamonds,9,spades,3,clubs,9,diamonds,7,hearts,8,spades,2,-1
5578,12,hearts,9,diamonds,6,diamonds,12,hearts,3,spades,13,hearts,8,spades,1,1
5579,9,diamonds,6,hearts,6,diamonds,12,hearts,3,spades,13,hearts,8,spades,1,-1
5580,2,hearts,9,hearts,1,diamonds,3,clubs,3,diamonds,1,hearts,13,spades,2,-1
5581,13,spades,13,diamonds,1,diamonds,3,clubs,3,diamonds,1,hearts,13,spades,6,1
5582,7,hearts,6,diamonds,3,clubs,11,hearts,4,hearts,10,spades,9,clubs,0,1
5583,8,clubs,2,spades,3,clubs,11,hearts,4,hearts,10,spades,9,clubs,0,-1
5584,10,clubs,3,spades,11,diamonds,10,diamonds,3,diamonds,2,clubs,7,hearts,2,1
5585,6,clubs,13,clubs,11,diamonds,10,diamonds,3,diamonds,2,clubs,7,hearts,0,-1
5586,3,spades,6,clubs,3,diamonds,8,hearts,12,diamonds,1,diamonds,11,clubs,1,1
5587,6,diamonds,2,hearts,3,diamonds,8,hearts,12,diamonds,1,diamonds,11,clubs,0,-1
5588,10,spades,10,diamonds,7,diamonds,7,spades,7,clubs,3,spades,10,spades,3,1
5589,8,diamonds,9,clubs,7,diamonds,7,spades,7,clubs,3,spades,10,spades,3,-1
5590,10,clubs,6,spades,1,hearts,5,diamonds,10,hearts,2,hearts,9,spades,1,1
5591,12,spades,13,diamonds,1,hearts,5,diamonds,10,hearts,2,hearts,9,spades,0,-1
5592,13,clubs,13,diamonds,2,clubs,10,spades,3,diamonds,10,spades,11,spades,2,1
5593,6,diamonds,1,hearts,2,clubs,10,spades,3,diamonds,10,spades,11,spades,1,-1
5594,3,diamonds,6,clubs,13,hearts,1,spades,5,hearts,13,hearts,4,diamonds,1,-1
5595,3,clubs,13,hearts,13,hearts,1,spades,5,hearts,13,hearts,4,diamonds,3,1
5596,1,clubs,9,hearts,13,hearts,3,diamonds,1,clubs,7,diamonds,11,diamonds,1,-1
5597,8,diamonds,1,diamonds,13,hearts,3,diamonds,1,clubs,7,diamonds,11,diamonds,5,1
5598,12,diamonds,2,hearts,11,clubs,8,spades,2,hearts,11,clubs,9,clubs,2,1
5599,2,diamonds,9,spades,11,clubs,8,spades,2,hearts,11,clubs,9,clubs,2,-1
5600,6,diamonds,5,clubs,3,clubs,13,diamonds,11,diamonds,9,hearts,5,hearts,1,1
5601,4,clubs,1,hearts,3,clubs,13,diamonds,11,diamonds,9,hearts,5,hearts,0,-1
5602,13,clubs,9,spades,13,diamonds,9,hearts,7,hearts,8,hearts,13,hearts,6,1
5603,8,spades,2,spades,13,diamonds,9,hearts,7,hearts,8,hearts,13,hearts,2,-1
5604,2,hearts,3,clubs,9,diamonds,9,clubs,3,hearts,3,spades,11,hearts,6,1
5605,1,clubs,4,spades,9,diamonds,9,clubs,3,hearts,3,spades,11,hearts,2,-1
5606,10,diamonds,12,clubs,6,spades,4,hearts,4,clubs,9,hearts,11,clubs,1,-1
5607,7,hearts,6,diamonds,6,spades,4,hearts,4,clubs,9,hearts,11,clubs,2,1
5608,7,hearts,10,diamonds,3,spades,3,diamonds,11,hearts,4,spades,8,diamonds,1,-1
5609,6,diamonds,11,spades,3,spades,3,diamonds,11,hearts,4,spades,8,diamonds,2,1
5610,12,diamonds,13,spades,13,clubs,6,spades,7,clubs,4,spades,4,diamonds,2,1
5611,11,clubs,8,diamonds,13,clubs,6,spades,7,clubs,4,spades,4,diamonds,1,-1
5612,3,clubs,13,hearts,9,diamonds,1,spades,11,hearts,9,hearts,5,diamonds,1,-1
5613,6,hearts,11,clubs,9,diamonds,1,spades,11,hearts,9,hearts,5,diamonds,2,1
5614,4,clubs,13,diamonds,7,clubs,6,hearts,12,hearts,10,clubs,10,hearts,1,-1
5615,6,clubs,1,clubs,7,clubs,6,hearts,12,hearts,10,clubs,10,hearts,2,1
5616,10,diamonds,9,clubs,4,spades,3,spades,5,clubs,13,hearts,12,spades,0,-1
5617,10,spades,13,clubs,4,spades,3,spades,5,clubs,13,hearts,12,spades,1,1
5618,4,spades,7,spades,8,hearts,5,clubs,11,hearts,5,diamonds,12,spades,1,1
5619,2,diamonds,6,clubs,8,hearts,5,clubs,11,hearts,5,diamonds,12,spades,1,-1
5620,4,clubs,3,diamonds,1,hearts,13,clubs,5,spades,9,diamonds,3,diamonds,1,1
5621,13,spades,12,hearts,1,hearts,13,clubs,5,spades,9,diamonds,3,diamonds,1,-1
5622,5,clubs,9,spades,7,spades,2,clubs,5,hearts,7,spades,6,spades,2,1
5623,12,diamonds,5,spades,7,spades,2,clubs,5,hearts,7,spades,6,spades,2,-1
5624,4,hearts,4,spades,4,hearts,2,diamonds,7,diamonds,5,clubs,4,spades,7,1
5625,4,spades,7,spades,4,hearts,2,diamonds,7,diamonds,5,clubs,4,spades,6,-1
5626,8,clubs,6,clubs,5,diamonds,7,hearts,3,spades,2,spades,13,diamonds,0,-1
5627,2,spades,4,hearts,5,diamonds,7,hearts,3,spades,2,spades,13,diamonds,1,1
5628,4,spades,11,spades,5,clubs,2,diamonds,13,diamonds,3,hearts,8,diamonds,0,1
5629,12,diamonds,9,spades,5,clubs,2,diamonds,13,diamonds,3,hearts,8,diamonds,0,-1
5630,5,clubs,2,diamonds,13,clubs,1,spades,5,spades,5,spades,7,clubs,3,-1
5631,6,spades,4,spades,13,clubs,1,spades,5,spades,5,spades,7,clubs,5,1
5632,3,hearts,7,diamonds,6,hearts,9,spades,3,spades,10,hearts,1,diamonds,1,-1
5633,10,diamonds,6,clubs,6,hearts,9,spades,3,spades,10,hearts,1,diamonds,2,1
5634,5,spades,9,diamonds,7,diamonds,10,hearts,3,hearts,12,diamonds,4,hearts,0,1
5635,6,diamonds,8,clubs,7,diamonds,10,hearts,3,hearts,12,diamonds,4,hearts,0,-1
5636,9,clubs,5,spades,7,diamonds,7,spades,9,diamonds,1,hearts,4,diamonds,2,1
5637,11,hearts,11,clubs,7,diamonds,7,spades,9,diamonds,1,hearts,4,diamonds,2,-1
5638,12,diamonds,2,hearts,4,hearts,7,diamonds,12,diamonds,6,hearts,13,spades,1,1
5639,5,spades,10,hearts,4,hearts,7,diamonds,12,diamonds,6,hearts,13,spades,0,-1
5640,4,clubs,1,clubs,2,clubs,11,hearts,11,clubs,1,hearts,9,clubs,5,1
5641,2,diamonds,4,diamonds,2,clubs,11,hearts,11,clubs,1,hearts,9,clubs,2,-1
5642,5,clubs,10,hearts,13,clubs,5,clubs,13,spades,6,diamonds,1,spades,2,1
5643,4,spades,5,hearts,13,clubs,5,clubs,13,spades,6,diamonds,1,spades,2,-1
5644,5,clubs,11,clubs,13,clubs,4,clubs,6,hearts,3,clubs,12,diamonds,5,1
5645,12,diamonds,2,clubs,13,clubs,4,clubs,6,hearts,3,clubs,12,diamonds,1,-1
5646,4,clubs,12,diamonds,1,diamonds,3,clubs,1,hearts,12,spades,7,diamonds,2,1
5647,6,diamonds,9,diamonds,1,diamonds,3,clubs,1,hearts,12,spades,7,diamonds,1,-1
5648,3,clubs,12,spades,9,hearts,5,diamonds,9,diamonds,5,hearts,10,spades,2,1
5649,8,hearts,10,diamonds,9,hearts,5,diamonds,9,diamonds,5,hearts,10,spades,2,-1
5650,7,hearts,11,hearts,7,clubs,6,spades,3,hearts,10,clubs,7,hearts,3,1
5651,13,hearts,7,spades,7,clubs,6,spades,3,hearts,10,clubs,7,hearts,3,-1
5652,9,clubs,1,spades,10,diamonds,12,hearts,4,spades,10,clubs,10,spades,3,1
5653,9,diamonds,7,hearts,10,diamonds,12,hearts,4,spades,10,clubs,10,spades,3,-1
5654,4,clubs,3,clubs,4,clubs,9,clubs,3,hearts,9,diamonds,6,spades,2,1
5655,2,clubs,13,spades,4,clubs,9,clubs,3,hearts,9,diamonds,6,spades,1,-1
5656,12,spades,13,diamonds,5,diamonds,1,spades,5,hearts,2,clubs,13,spades,2,1
5657,10,diamonds,9,spades,5,diamonds,1,spades,5,hearts,2,clubs,13,spades,1,-1
5658,7,spades,5,diamonds,5,spades,12,spades,8,hearts,8,diamonds,8,hearts,6,1
5659,13,spades,7,diamonds,5,spades,12,spades,8,hearts,8,diamonds,8,hearts,3,-1
5660,2,spades,4,spades,4,hearts,8,spades,6,clubs,10,hearts,7,diamonds,1,1
5661,11,clubs,9,clubs,4,hearts,8,spades,6,clubs,10,hearts,7,diamonds,0,-1
5662,3,diamonds,12,diamonds,7,spades,9,clubs,11,hearts,7,hearts,6,diamonds,1,-1
5663,7,spades,9,hearts,7,spades,9,clubs,11,hearts,7,hearts,6,diamonds,6,1
5664,3,hearts,5,diamonds,12,spades,3,spades,12,diamonds,13,clubs,9,clubs,2,-1
5665,12,clubs,10,hearts,12,spades,3,spades,12,diamonds,13,clubs,9,clubs,3,1
5666,2,diamonds,7,diamonds,7,diamonds,2,diamonds,8,clubs,8,hearts,12,hearts,2,1
5667,1,diamonds,13,clubs,7,diamonds,2,diamonds,8,clubs,8,hearts,12,hearts,1,-1
5668,10,hearts,9,hearts,1,diamonds,6,hearts,13,hearts,12,spades,13,spades,1,-1
5669,7,diamonds,6,hearts,1,diamonds,6,hearts,13,hearts,12,spades,13,spades,2,1
5670,1,clubs,6,spades,8,diamonds,10,diamonds,12,spades,6,hearts,12,hearts,2,1
5671,1,diamonds,4,clubs,8,diamonds,10,diamonds,12,spades,6,hearts,12,hearts,1,-1
5672,9,clubs,12,clubs,4,diamonds,4,hearts,12,spades,13,spades,5,hearts,2,1
5673,7,clubs,10,clubs,4,diamonds,4,hearts,12,spades,13,spades,5,hearts,1,-1
5674,8,spades,12,hearts,13,hearts,12,clubs,8,spades,10,spades,8,hearts,6,1
5675,10,spades,11,clubs,13,hearts,12,clubs,8,spades,10,spades,8,hearts,2,-1
5676,3,clubs,1,hearts,10,diamonds,5,diamonds,3,clubs,7,hearts,6,spades,1,1
5677,12,hearts,10,spades,10,diamonds,5,diamonds,3,clubs,7,hearts,6,spades,1,-1
5678,13,spades,6,clubs,1,diamonds,1,clubs,5,hearts,6,clubs,8,diamonds,2,1
5679,9,diamonds,9,clubs,1,diamonds,1,clubs,5,hearts,6,clubs,8,diamonds,2,-1
5680,7,clubs,9,hearts,13,spades,10,spades,11,spades,3,diamonds,8,hearts,0,-1
5681,8,spades,5,diamonds,13,spades,10,spades,11,spades,3,diamonds,8,hearts,1,1
5682,1,hearts,6,diamonds,12,hearts,13,hearts,3,clubs,12,spades,7,hearts,1,-1
5683,13,clubs,4,diamonds,12,hearts,13,hearts,3,clubs,12,spades,7,hearts,2,1
5684,2,clubs,9,diamonds,9,diamonds,7,hearts,9,clubs,9,diamonds,5,diamonds,7,1
5685,2,clubs,3,hearts,9,diamonds,7,hearts,9,clubs,9,diamonds,5,diamonds,3,-1
5686,5,spades,1,hearts,2,diamonds,1,clubs,8,diamonds,6,spades,3,clubs,1,1
5687,10,clubs,7,hearts,2,diamonds,1,clubs,8,diamonds,6,spades,3,clubs,0,-1
5688,10,diamonds,6,diamonds,1,hearts,11,hearts,10,diamonds,13,hearts,7,hearts,1,-1
5689,10,spades,11,diamonds,1,hearts,11,hearts,10,diamonds,13,hearts,7,hearts,2,1
5690,5,clubs,9,diamonds,7,diamonds,10,spades,8,hearts,2,spades,5,diamonds,1,1
5691,12,hearts,12,diamonds,7,diamonds,10,spades,8,hearts,2,spades,5,diamonds,1,-1
5692,12,clubs,6,hearts,3,hearts,5,clubs,11,hearts,11,clubs,1,clubs,1,1
5693,6,clubs,8,diamonds,3,hearts,5,clubs,11,hearts,11,clubs,1,clubs,1,-1
5694,2,clubs,11,spades,3,hearts,13,hearts,5,clubs,10,hearts,7,diamonds,0,-1
5695,13,clubs,6,clubs,3,hearts,13,hearts,5,clubs,10,hearts,7,diamonds,1,1
5696,10,spades,3,hearts,2,hearts,2,clubs,13,diamonds,8,diamonds,12,hearts,1,-1
5697,13,clubs,11,diamonds,2,hearts,2,clubs,13,diamonds,8,diamonds,12,hearts,2,1
5698,13,spades,8,spades,7,spades,11,clubs,8,clubs,11,diamonds,7,diamonds,2,-1
5699,2,spades,7,clubs,7,spades,11,clubs,8,clubs,11,diamonds,7,diamonds,6,1
5700,12,hearts,12,spades,11,diamonds,13,spades,3,spades,8,hearts,1,hearts,1,1
5701,9,diamonds,5,spades,11,diamonds,13,spades,3,spades,8,hearts,1,hearts,0,-1
5702,3,spades,13,diamonds,12,diamonds,5,diamonds,5,clubs,1,hearts,3,diamonds,2,1
